Student Roll No,Course Number,Reason for Not allotting Preference
ME16B168,MA2031$inside,Course capacity is full.
ME16B168,MA2031$outside,Course capacity is full.
ME16B168,MA2030$inside,Course capacity is full.
ME16B168,MA2030$outside,Course capacity is full.
ME16B169,ME2200$outside,Already allotted to inside department version of the course
ME16B169,MA2040$inside,Course capacity is full.
ME16B169,MA2040$outside,Course capacity is full.
ME16B169,MA2030$inside,Course capacity is full.
ME16B169,MA2030$outside,Course capacity is full.
ME16B169,MA2031$inside,Course capacity is full.
ME16B169,MA2031$outside,Course capacity is full.
ME16B170,MA2030$inside,Course capacity is full.
ME16B170,MA2040$inside,Slot Clash with already allotted elective course MA2030
ME16B170,MA2040$outside,Slot Clash with already allotted elective course MA2030
ME16B170,MA2031$inside,Slot Clash with already allotted elective course MA2030
ME16B170,MA2031$outside,Slot Clash with already allotted elective course MA2030
ME16B171,MA2040$inside,Course capacity is full.
ME16B171,MA2040$outside,Course capacity is full.
ME16B171,MA2031$inside,Course capacity is full.
ME16B171,MA2031$outside,Course capacity is full.
ME16B171,MA2030$inside,Course capacity is full.
ME16B171,MA2030$outside,Course capacity is full.
ME16B171,ME2200$inside,Course capacity is full.
ME16B171,ME2200$outside,Course capacity is full.
ME16B172,MA2030$inside,Course capacity is full.
ME16B172,MA2031$inside,Slot Clash with already allotted elective course MA2030
ME16B172,MA2031$outside,Slot Clash with already allotted elective course MA2030
ME16B172,MA2040$inside,Slot Clash with already allotted elective course MA2030
ME16B172,MA2040$outside,Slot Clash with already allotted elective course MA2030
ME16B172,ME2200$outside,Already allotted to inside department version of the course
ME16B173,ME2200$outside,Already allotted to inside department version of the course
ME16B174,ME2200$outside,Already allotted to inside department version of the course
ME16B175,MA2040$inside,Course capacity is full.
ME16B175,MA2040$outside,Course capacity is full.
ME16B175,MA2030$inside,Course capacity is full.
ME16B175,MA2030$outside,Course capacity is full.
ME16B175,ME2200$outside,Already allotted to inside department version of the course
ME16B177,ME2200$outside,Already allotted to inside department version of the course
ME16B177,MA2040$inside,Course capacity is full.
ME16B177,MA2040$outside,Course capacity is full.
ME16B177,MA2031$inside,Course capacity is full.
ME16B177,MA2031$outside,Course capacity is full.
ME16B177,MA2030$inside,Course capacity is full.
ME16B177,MA2030$outside,Course capacity is full.
ME16B178,ME2200$outside,Already allotted to inside department version of the course
ME16B179,MA2040$inside,Course capacity is full.
ME16B179,MA2040$outside,Course capacity is full.
ME16B179,MA2031$inside,Course capacity is full.
ME16B179,MA2031$outside,Course capacity is full.
ME16B179,MA2030$inside,Course capacity is full.
ME16B179,MA2030$outside,Course capacity is full.
ME16B179,ME2200$inside,Course capacity is full.
ME16B179,ME2200$outside,Course capacity is full.
ME16B180,ME2200$outside,Already allotted to inside department version of the course
MM15B004,AS5710$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+MM3020(12 credits)+MM3100(5 credits)+MM3041(9 credits)+MM3015(5 credits)+MM5017(9 credits)+CH5013(9 credits)+ED3040(3 credits)+ and AS5710 takes 9 credits which is greater than the 2 remaining elective credits.
MM15B005,MM3180$inside,For this student max credits in semester is 63 and Core courses registered are MM3020(12 credits)+MM3100(5 credits)+MM3070(9 credits)+MM3041(9 credits)+MM3015(5 credits)+ and the following electives which have a higher preference got allotted : BT2082(9 credits)+BT4240(9 credits)+ and MM3180 takes 9 credits which is greater than the remaining 5 elective credits.
MM15B005,MM3180$outside,For this student max credits in semester is 63 and Core courses registered are MM3020(12 credits)+MM3100(5 credits)+MM3070(9 credits)+MM3041(9 credits)+MM3015(5 credits)+ and the following electives which have a higher preference got allotted : BT2082(9 credits)+BT4240(9 credits)+ and MM3180 takes 9 credits which is greater than the remaining 5 elective credits.
MM15B005,HS3090$outside,For this student max credits in semester is 63 and Core courses registered are MM3020(12 credits)+MM3100(5 credits)+MM3070(9 credits)+MM3041(9 credits)+MM3015(5 credits)+ and the following electives which have a higher preference got allotted : BT2082(9 credits)+BT4240(9 credits)+ and HS3090 takes 9 credits which is greater than the remaining 5 elective credits.
MM15B009,HS1110$outside,Course capacity is full.
MM15B010,MM5016$outside,Already allotted to inside department version of the course
MM15B010,MS3510$outside,Course capacity is full.
MM15B010,MS3510+$outside,Course capacity is full.
MM15B010,BT1020$outside,Slot Clash with already allotted elective course BT2082
MM15B016,GN6106$outside,Slot Clash with core course MM3100
MM15B016,HS5920$outside,Slot Clash with already allotted elective course HS4002
MM15B016,HS4571$outside,Slot Clash with already allotted elective course HS4002
MM15B031,HS1110$outside,Course capacity is full.
MM15B032,HS3021$outside,Slot Clash with already allotted elective course CH5019
MM15B032,HS3090$outside,Slot Clash with already allotted elective course CH5019
MM15B032,HS4030$outside,Slot Clash with already allotted elective course CH5019
MM15B032,HS3280A$outside,Slot Clash with already allotted elective course CH5019
MM15B043,MM5017$outside,Already allotted to inside department version of the course
MM15B043,MM5016$inside,Slot Clash with already allotted elective course MM5017
MM15B043,MM5016$outside,Slot Clash with already allotted elective course MM5017
MM15B044,MS3510+$outside,Course capacity is full.
MM15B044,MS3510$outside,Course capacity is full.
MM15B046,MM3180$outside,Already allotted to inside department version of the course
MM15B046,MS3590$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+MM3020(12 credits)+MM3100(5 credits)+MM3070(9 credits)+MM3041(9 credits)+MM3015(5 credits)+ and the following electives which have a higher preference got allotted : MM3180(9 credits)+ and MS3590 takes 9 credits which is greater than the remaining 5 elective credits.
MM16B001,HS4210$outside,Slot Clash with already allotted elective course HS2370
MM16B001,MS3510+$outside,Course capacity is full.
MM16B002,HS3090$outside,Course capacity is full.
MM16B006,HS2370A$outside,Slot Clash with already allotted elective course HS2370
MM16B006,HS4210$outside,Slot Clash with already allotted elective course HS2370
MM16B006,HS3280$outside,Slot Clash with already allotted elective course HS2370
MM16B006,HS3280A$outside,Slot Clash with already allotted elective course HS2370
MM16B006,HS4030$outside,Slot Clash with already allotted elective course HS2370
MM16B009,MS3510$outside,Slot Clash with already allotted elective course MS3510+
MM16B009,HS1110$inside,Course capacity is full.
MM16B009,HS1110$outside,Course capacity is full.
MM16B009,HS3090$outside,Course capacity is full.
MM16B009,HS4002$outside,Slot Clash with already allotted elective course HS4210
MM16B009,HS2370$outside,Slot Clash with already allotted elective course HS4210
MM16B009,HS2370A$outside,Slot Clash with already allotted elective course HS4210
MM16B009,HS4030$outside,Slot Clash with already allotted elective course HS4210
MM16B009,HS3280$outside,Slot Clash with already allotted elective course HS4210
MM16B009,HS3280A$outside,Slot Clash with already allotted elective course HS4210
MM16B013,HS3021$outside,Course capacity is full.
MM16B013,HS3090$outside,Course capacity is full.
MM16B013,HS4002$outside,Slot Clash with already allotted elective course HS4450
MM16B013,HS4571$inside,Slot Clash with already allotted elective course HS4450
MM16B013,HS4571$outside,Slot Clash with already allotted elective course HS4450
MM16B013,HS4210$outside,Slot Clash with already allotted elective course HS4450
MM16B013,HS4030$outside,Slot Clash with already allotted elective course HS4450
MM16B014,HS1110$inside,Course capacity is full.
MM16B014,HS1110$outside,Course capacity is full.
MM16B014,HS3090$outside,Course capacity is full.
MM16B014,HS4002$outside,Slot Clash with already allotted elective course HS4210
MM16B016,HS1110$inside,Course capacity is full.
MM16B016,HS1110$outside,Course capacity is full.
MM16B016,HS2370A$outside,Slot Clash with already allotted elective course HS2370
MM16B016,HS4210$outside,Slot Clash with already allotted elective course HS2370
MM16B017,HS3090$outside,Slot Clash with already allotted elective course HS4450
MM16B017,HS4210$outside,Slot Clash with already allotted elective course HS4450
MM16B017,ID5030$outside,Slot Clash with already allotted elective course HS4450
MM16B017,HS3280A$outside,Slot Clash with already allotted elective course HS4450
MM16B023,HS1110$inside,Course capacity is full.
MM16B023,HS1110$outside,Course capacity is full.
MM16B023,HS5920$inside,Slot Clash with already allotted elective course HS4002
MM16B023,HS5920$outside,Slot Clash with already allotted elective course HS4002
MM16B023,HS3090$outside,Slot Clash with already allotted elective course HS4002
MM16B023,HS3280$outside,Slot Clash with already allotted elective course HS4002
MM16B023,HS3280A$outside,Slot Clash with already allotted elective course HS4002
MM16B025,MS3510$outside,Slot Clash with already allotted elective course MS3510+
MM16B026,MS3510$outside,Course capacity is full.
MM16B026,HS2370A$outside,Slot Clash with already allotted elective course HS2370
MM16B026,HS4210$outside,Slot Clash with already allotted elective course HS2370
MM16B026,HS3280$outside,Slot Clash with already allotted elective course HS2370
MM16B026,HS3280A$outside,Slot Clash with already allotted elective course HS2370
MM16B026,HS4030$outside,Slot Clash with already allotted elective course HS2370
MM16B027,MS3510+$outside,Slot Clash with already allotted elective course MS3510
MM16B028,HS1110$inside,Course capacity is full.
MM16B028,HS1110$outside,Course capacity is full.
MM16B028,HS3090$outside,Course capacity is full.
MM16B028,HS4002$outside,Slot Clash with already allotted elective course HS4210
MM16B028,HS4450$outside,Slot Clash with already allotted elective course HS4210
MM16B028,HS4571$inside,Slot Clash with already allotted elective course HS4210
MM16B028,HS4571$outside,Slot Clash with already allotted elective course HS4210
MM16B028,HS5920$inside,Slot Clash with already allotted elective course HS4210
MM16B028,HS5920$outside,Slot Clash with already allotted elective course HS4210
MM16B028,HS4030$outside,Slot Clash with already allotted elective course HS4210
MM16B029,HS1110$outside,Already allotted to inside department version of the course
MM16B029,HS3090$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS4210$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS4002$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS4450$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS4571$inside,Slot Clash with already allotted elective course HS1110
MM16B029,HS4571$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS5920$inside,Slot Clash with already allotted elective course HS1110
MM16B029,HS5920$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS3280A$outside,Slot Clash with already allotted elective course HS1110
MM16B029,HS2370$outside,Slot Clash with already allotted elective course HS1110
MM16B033,MA2040$inside,Course capacity is full.
MM16B033,MA2040$outside,Course capacity is full.
MM16B033,MA2031$inside,Course capacity is full.
MM16B033,MA2031$outside,Course capacity is full.
MM16B105,MA2040$inside,Course capacity is full.
MM16B105,MA2040$outside,Course capacity is full.
MM16B105,MA2031$inside,Course capacity is full.
MM16B105,MA2031$outside,Course capacity is full.
MM16B105,HS1110$inside,Course capacity is full.
MM16B105,HS1110$outside,Course capacity is full.
MM16B105,HS5920$inside,Slot Clash with already allotted elective course HS4030
MM16B105,HS5920$outside,Slot Clash with already allotted elective course HS4030
MM16B108,MM3180$outside,Already allotted to inside department version of the course
MM16B108,AS5710$outside,Slot Clash with already allotted elective course MM3180
MM16B112,HS1110$inside,Course capacity is full.
MM16B112,HS1110$outside,Course capacity is full.
MM16B112,HS3090$outside,Course capacity is full.
MM16B112,HS4002$outside,Slot Clash with already allotted elective course HS4210
MM16B112,HS4450$outside,Slot Clash with already allotted elective course HS4210
MM16B112,HS5920$inside,Slot Clash with already allotted elective course HS4210
MM16B112,HS5920$outside,Slot Clash with already allotted elective course HS4210
MM16B112,HS4571$inside,Slot Clash with already allotted elective course HS4210
MM16B112,HS4571$outside,Slot Clash with already allotted elective course HS4210
NA15B001,ID5030$outside,Course capacity is full.
NA15B001,OE4600$inside,Slot Clash with already allotted elective course CH5019
NA15B001,OE4600$outside,Slot Clash with already allotted elective course CH5019
NA15B005,OE4600$outside,Already allotted to inside department version of the course
NA15B005,HS1110$outside,Slot Clash with already allotted elective course OE4600
NA15B005,HS3090$outside,Slot Clash with already allotted elective course OE4600
NA15B005,MS3510+$outside,Course capacity is full.
NA15B005,MS3510$outside,Course capacity is full.
NA15B005,HS3029$outside,Slot Clash with already allotted elective course MS3590
NA15B007,ID5030$outside,Course capacity is full.
NA15B008,OE4600$inside,Slot Clash with already allotted elective course ID5030
NA15B008,OE4600$outside,Slot Clash with already allotted elective course ID5030
NA15B008,OE5320$outside,Already allotted to inside department version of the course
NA15B010,OE4600$inside,Slot Clash with already allotted elective course ID5030
NA15B010,OE4600$outside,Slot Clash with already allotted elective course ID5030
NA15B011,MS3510$outside,Slot Clash with already allotted elective course MS3590
NA15B011,MS3510+$outside,Slot Clash with already allotted elective course MS3590
NA15B011,MA2040$outside,Course capacity is full.
NA15B011,MA2030$outside,Course capacity is full.
NA15B013,HS3021$outside,Course capacity is full.
NA15B013,ID5030$outside,Course capacity is full.
NA15B013,OE4600$inside,Course capacity is full.
NA15B014,HS3021$outside,Slot Clash with core course GN6001
NA15B014,MA2040$outside,Course capacity is full.
NA15B014,MS3510$outside,Course capacity is full.
NA15B014,HS3090$outside,Course capacity is full.
NA15B014,HS2370$outside,Course capacity is full.
NA15B016,ME2200$outside,Course capacity is full.
NA15B016,AS5710$outside,Course capacity is full.
NA15B016,HS3029$outside,Slot Clash with already allotted elective course HS4030
NA15B016,HS4002$outside,Slot Clash with already allotted elective course HS4030
NA15B017,MS3510+$outside,Course capacity is full.
NA15B017,OE4600$inside,Course capacity is full.
NA15B017,HS3090$outside,Slot Clash with already allotted elective course OE4600
NA15B017,HS2370$outside,Slot Clash with already allotted elective course OE4600
NA15B017,MS3510$outside,Course capacity is full.
NA15B017,MS3590$outside,Course capacity is full.
NA15B018,OE5320$outside,Already allotted to inside department version of the course
NA15B021,OE4600$inside,Course capacity is full.
NA15B021,HS2370$outside,Slot Clash with already allotted elective course OE4600
NA15B021,HS1110$outside,Slot Clash with already allotted elective course OE4600
NA15B024,CE5500$outside,Slot Clash with already allotted elective course MM5190
NA15B025,OE4600$inside,Course capacity is full.
NA15B025,MS3510$outside,Course capacity is full.
NA15B028,OE4600$outside,Already allotted to inside department version of the course
NA15B028,OE5320$outside,Already allotted to inside department version of the course
NA15B031,HS3021$outside,Course capacity is full.
NA15B033,OE5170$outside,Already allotted to inside department version of the course
NA15B033,CE5690$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+OE3020(9 credits)+MA2040(9 credits)+OE4600(9 credits)+OE5450(12 credits)+ and the following electives which have a higher preference got allotted : OE5170(9 credits)+ and CE5690 takes 9 credits which is greater than the remaining 6 elective credits.
NA15B034,OE4600$outside,Already allotted to inside department version of the course
NA15B041,ME6324$outside,Slot Clash with already allotted elective course CH5019
NA15B041,ID5030$outside,Slot Clash with already allotted elective course CH5019
NA15B041,MS3530$outside,Slot Clash with already allotted elective course CH5019
NA15B041,ED5018$outside,Slot Clash with already allotted elective course CH5019
NA15B041,CH5470$outside,Slot Clash with already allotted elective course MA2030
NA15B043,MA2020$outside,Slot Clash with already allotted elective course MA2040
NA15B043,HS4571$outside,Course capacity is full.
NA15B043,HS1110$outside,Course capacity is full.
NA15B043,MS3590$outside,Course capacity is full.
NA15B043,MS3510$outside,Course capacity is full.
NA15B043,MS3510+$outside,Course capacity is full.
NA15B043,HS4002$outside,Slot Clash with already allotted elective course HS4450
NA15B045,HS1110$outside,Course capacity is full.
NA15B045,HS5920$outside,Course capacity is full.
NA15B045,HS3090$outside,Course capacity is full.
NA15B046,HS1110$outside,Course capacity is full.
NA15B046,HS5920$outside,Course capacity is full.
NA15B046,HS2370$outside,Course capacity is full.
NA15B047,ID5030$outside,Slot Clash with already allotted elective course CH5019
NA15B047,CH5470$outside,Slot Clash with already allotted elective course CH5019
NA15B049,OE5170$outside,Already allotted to inside department version of the course
NA15B049,MA2031$outside,Course capacity is full.
NA15B049,MS3540$outside,Course capacity is full.
PH16B002,PH3520$inside,Course capacity is full.
PH16B003,PH3520$inside,Course capacity is full.
PH16B005,PH3520$inside,Course capacity is full.
PH16B006,HS3090$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+PH2080(12 credits)+PH2070(9 credits)+MA2040(9 credits)+PH3520(9 credits)+ and the following electives which have a higher preference got allotted : HS3029(9 credits)+ and HS3090 takes 9 credits which is greater than the remaining 6 elective credits.
PH16B007,PH3520$inside,Course capacity is full.
PH16B007,HS3090$outside,Slot Clash with already allotted elective course HS3029
PH16B008,PH3520$inside,Course capacity is full.
PH16B010,MA2040$inside,Course capacity is full.
PH16B010,MA2040$outside,Course capacity is full.
PH16B010,MS3540$outside,Course capacity is full.
PH16B010,HS3090$outside,Course capacity is full.
AE17B007,EE1101$outside,Slot Clash with already allotted elective course EE1100
AE17B016,EE1101$outside,Course capacity is full.
AE17B025,EE1101$outside,Slot Clash with core course CY1002slotR2
AE17B026,EE1101$outside,Slot Clash with core course CY1002slotR2
AE17B028,EE1101$outside,Course capacity is full.
ME17B077,CS1200$outside,Slot Clash with core course GN1102
ME17B078,CS1200$outside,Slot Clash with core course GN1102
EE17B072,HS1110$inside,Course capacity is full.
EE17B072,HS1110$outside,Course capacity is full.
AE17B043,EE1101$outside,Course capacity is full.
AE17B102,EE1101$outside,Course capacity is full.
AE17B103,EE1101$outside,Slot Clash with core course CY1002slotR2
AE17B104,HS1110$outside,Course capacity is full.
AE17B104,HS4571$outside,Course capacity is full.
AE17B107,EE1101$outside,Slot Clash with core course CY1002slotR2
AE17B109,EE1101$outside,Slot Clash with core course CY1002slotR2
AE17B110,EE1101$outside,Course capacity is full.
AE17B113,EE1101$outside,Slot Clash with core course CY1002slotR2
ME17B179,HS3090$outside,Slot Clash with already allotted elective course HS2370
ME17B179,HS1110$inside,Slot Clash with already allotted elective course HS2370
ME17B179,HS1110$outside,Slot Clash with already allotted elective course HS2370
ME17B179,HS4210$outside,Slot Clash with already allotted elective course HS2370
ME17B179,HS3280$outside,Slot Clash with already allotted elective course HS2370
PH17B011,HS1110$inside,Course capacity is full.
PH17B011,HS1110$outside,Course capacity is full.
PH17B011,HS3090$outside,Course capacity is full.
PH17B011,HS4210$outside,Slot Clash with already allotted elective course HS4002
PH17B011,HS4571$inside,Slot Clash with already allotted elective course HS4002
PH17B011,HS4571$outside,Slot Clash with already allotted elective course HS4002
BS17B008,MA2040$outside,Course capacity is full.
BS17B008,MA2020$outside,Course capacity is full.
BS17B011,MA2040$outside,Slot Clash with core course MA2030
BS17B011,MA2020$outside,Slot Clash with core course MA2030
BS17B014,MA2040$outside,Course capacity is full.
BS17B014,MA2020$outside,Course capacity is full.
BS17B014,MA2030$outside,Course capacity is full.
BS17B019,MA2040$outside,Course capacity is full.
BS17B019,MA2020$outside,Course capacity is full.
BS17B021,MA2040$outside,Slot Clash with core course MA2030
BS17B021,MA2020$outside,Slot Clash with core course MA2030
BS17B028,MA2040$outside,Course capacity is full.
BS17B028,MA2020$outside,Course capacity is full.
ME17B083,HS1110$inside,Course capacity is full.
ME17B083,HS1110$outside,Course capacity is full.
ME17B182,HS5920$outside,Already allotted to inside department version of the course
ME17B182,HS3280$outside,Slot Clash with already allotted elective course HS5920
ME17B182,HS1110$inside,Slot Clash with already allotted elective course HS5920
ME17B182,HS1110$outside,Slot Clash with already allotted elective course HS5920
ME17B182,HS4571$inside,Slot Clash with already allotted elective course HS5920
ME17B182,HS4571$outside,Slot Clash with already allotted elective course HS5920
ME17B182,HS4450$outside,Slot Clash with already allotted elective course HS5920
ME17B182,HS2370$outside,Slot Clash with already allotted elective course HS5920
ME17B182,HS4002$outside,Slot Clash with already allotted elective course HS5920
CH17B031,CS1200$outside,Slot Clash with core course GN1102
CH17B034,MA2040$outside,Slot Clash with core course GN1102
EE17B071,HS2370A$outside,Slot Clash with already allotted elective course HS2370
EE17B071,HS4030$outside,Slot Clash with already allotted elective course HS2370
EE17B071,HS4210$outside,Slot Clash with already allotted elective course HS2370
EE17B071,HS3090$outside,Slot Clash with already allotted elective course HS2370
EE17B071,HS3280A$outside,Slot Clash with already allotted elective course HS2370
EE17B071,HS3280$outside,Slot Clash with already allotted elective course HS2370
ME17B180,MA2040$outside,Slot Clash with core course GN1102
ME17B180,CS1200$outside,Slot Clash with core course GN1102
EE17B009,HS3090$outside,Course capacity is full.
EE17B009,HS4002$outside,Slot Clash with already allotted elective course HS2370
EE17B009,HS3280$outside,Slot Clash with already allotted elective course HS2370
EE17B009,HS4030$outside,Slot Clash with already allotted elective course HS2370
EE17B009,HS4450$outside,Slot Clash with already allotted elective course HS2370
EE17B009,HS5920$inside,Slot Clash with already allotted elective course HS2370
EE17B009,HS5920$outside,Slot Clash with already allotted elective course HS2370
EE17B022,HS4030$outside,Slot Clash with already allotted elective course HS4210
EE17B022,HS5920$inside,Slot Clash with already allotted elective course HS4210
EE17B022,HS5920$outside,Slot Clash with already allotted elective course HS4210
EE17B022,HS4002$outside,Slot Clash with already allotted elective course HS4210
EE17B022,HS3090$outside,Slot Clash with already allotted elective course HS4210
EE17B022,HS3280$outside,Slot Clash with already allotted elective course HS4210
EE17B022,HS3280A$outside,Slot Clash with already allotted elective course HS4210
EE17B022,HS4450$outside,Slot Clash with already allotted elective course HS4210
EE17B037,HS4571$outside,Already allotted to inside department version of the course
EE17B037,HS1110$inside,Slot Clash with already allotted elective course HS4571
EE17B037,HS1110$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS4450$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS4030$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS4002$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS4210$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS2370$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS3280$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS2370A$outside,Slot Clash with already allotted elective course HS4571
EE17B037,HS3280A$outside,Slot Clash with already allotted elective course HS4571
EE17B063,HS2370A$outside,Slot Clash with already allotted elective course HS2370
EE17B063,HS1110$inside,Slot Clash with already allotted elective course HS2370
EE17B063,HS1110$outside,Slot Clash with already allotted elective course HS2370
EE17B063,HS4030$outside,Slot Clash with already allotted elective course HS2370
EE17B063,HS4210$outside,Slot Clash with already allotted elective course HS2370
EE17B063,HS4571$inside,Slot Clash with already allotted elective course HS2370
EE17B063,HS4571$outside,Slot Clash with already allotted elective course HS2370
EE17B063,HS4450$outside,Slot Clash with already allotted elective course HS2370
EE17B109,HS4030$outside,Slot Clash with already allotted elective course HS4210
EE17B109,HS5920$inside,Slot Clash with already allotted elective course HS4210
EE17B109,HS5920$outside,Slot Clash with already allotted elective course HS4210
EE17B109,HS3090$outside,Slot Clash with already allotted elective course HS4210
EE17B109,HS3280$outside,Slot Clash with already allotted elective course HS4210
EE17B109,HS3280A$outside,Slot Clash with already allotted elective course HS4210
EE17B109,HS4450$outside,Slot Clash with already allotted elective course HS4210
EE17B112,HS4030$outside,Slot Clash with already allotted elective course HS4210
EE17B112,HS3090$outside,Slot Clash with already allotted elective course HS4210
EE17B112,HS3280$outside,Slot Clash with already allotted elective course HS4210
EE17B112,HS3280A$outside,Slot Clash with already allotted elective course HS4210
EE17B112,HS4450$outside,Slot Clash with already allotted elective course HS4210
EE17B118,HS1110$inside,Course capacity is full.
EE17B118,HS1110$outside,Course capacity is full.
EE17B118,HS4571$inside,Course capacity is full.
EE17B118,HS4571$outside,Course capacity is full.
EE17B118,HS5920$inside,Course capacity is full.
EE17B118,HS5920$outside,Course capacity is full.
EE17B118,HS4210$outside,Slot Clash with already allotted elective course HS4030
EE17B118,HS2370$outside,Slot Clash with already allotted elective course HS4030
EE17B118,HS2370A$outside,Slot Clash with already allotted elective course HS4030
EE17B118,HS3280$outside,Slot Clash with already allotted elective course HS4030
EE17B118,HS3280A$outside,Slot Clash with already allotted elective course HS4030
EE17B118,HS4002$outside,Slot Clash with already allotted elective course HS4030
EE17B118,HS4450$outside,Slot Clash with already allotted elective course HS4030
EE17B121,HS2370A$outside,Slot Clash with already allotted elective course HS2370
EE17B121,HS1110$inside,Slot Clash with already allotted elective course HS2370
EE17B121,HS1110$outside,Slot Clash with already allotted elective course HS2370
EE17B121,HS4030$outside,Slot Clash with already allotted elective course HS2370
EE17B121,HS4210$outside,Slot Clash with already allotted elective course HS2370
EE17B121,HS4571$inside,Slot Clash with already allotted elective course HS2370
EE17B121,HS4571$outside,Slot Clash with already allotted elective course HS2370
EE17B121,HS4450$outside,Slot Clash with already allotted elective course HS2370
EE17B138,HS4002$outside,Slot Clash with already allotted elective course HS4450
EE17B138,HS2370$outside,Slot Clash with already allotted elective course HS4450
EE17B138,HS2370A$outside,Slot Clash with already allotted elective course HS4450
EE17B138,HS3280$outside,Slot Clash with already allotted elective course HS4450
EE17B138,HS3280A$outside,Slot Clash with already allotted elective course HS4450
EE17B138,HS4030$outside,Slot Clash with already allotted elective course HS4450
EE17B138,HS4210$outside,Slot Clash with already allotted elective course HS4450
EE17B142,HS3021$outside,Course capacity is full.
EE17B142,HS1110$inside,Slot Clash with already allotted elective course HS4030
EE17B142,HS1110$outside,Slot Clash with already allotted elective course HS4030
EE17B142,HS2370$outside,Slot Clash with already allotted elective course HS4030
EE17B142,HS2370A$outside,Slot Clash with already allotted elective course HS4030
EE17B142,HS3090$outside,Slot Clash with already allotted elective course HS4030
EE17B142,HS3280A$outside,Slot Clash with already allotted elective course HS4030
EE17B151,HS3090$outside,Course capacity is full.
EE17B151,HS4571$outside,Already allotted to inside department version of the course
EE17B151,HS1110$inside,Slot Clash with already allotted elective course HS4571
EE17B151,HS1110$outside,Slot Clash with already allotted elective course HS4571
EE17B151,HS5920$inside,Slot Clash with already allotted elective course HS4571
EE17B151,HS5920$outside,Slot Clash with already allotted elective course HS4571
ME17B002,HS2370$outside,Slot Clash with already allotted elective course HS3090
ME17B002,HS3280$outside,Slot Clash with already allotted elective course HS3090
ME17B002,HS4002$outside,Slot Clash with already allotted elective course HS3090
ME17B002,HS4450$outside,Slot Clash with already allotted elective course HS3090
ME17B009,HS2370A$outside,Slot Clash with already allotted elective course HS3090
ME17B009,HS2370$outside,Slot Clash with already allotted elective course HS3090
ME17B009,HS5920$inside,Slot Clash with already allotted elective course HS3090
ME17B009,HS5920$outside,Slot Clash with already allotted elective course HS3090
ME17B009,HS4002$outside,Slot Clash with already allotted elective course HS3090
ME17B012,HS1110$inside,Course capacity is full.
ME17B012,HS1110$outside,Course capacity is full.
ME17B012,HS4571$inside,Course capacity is full.
ME17B012,HS4571$outside,Course capacity is full.
ME17B012,HS5920$inside,Course capacity is full.
ME17B012,HS5920$outside,Course capacity is full.
ME17B012,HS4002$outside,Slot Clash with already allotted elective course HS4030
ME17B012,HS2370$outside,Slot Clash with already allotted elective course HS4030
ME17B012,HS2370A$outside,Slot Clash with already allotted elective course HS4030
ME17B012,HS4210$outside,Slot Clash with already allotted elective course HS4030
ME17B012,HS3280$outside,Slot Clash with already allotted elective course HS4030
ME17B012,HS3280A$outside,Slot Clash with already allotted elective course HS4030
ME17B012,HS3090$outside,Slot Clash with already allotted elective course HS4030
ME17B018,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME17B018,HS4210$outside,Slot Clash with already allotted elective course HS2370
ME17B018,HS5920$inside,Slot Clash with already allotted elective course HS2370
ME17B018,HS5920$outside,Slot Clash with already allotted elective course HS2370
ME17B018,HS4030$outside,Slot Clash with already allotted elective course HS2370
ME17B020,HS3090$outside,Course capacity is full.
ME17B020,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME17B020,HS4002$outside,Slot Clash with already allotted elective course HS2370
ME17B020,HS4210$outside,Slot Clash with already allotted elective course HS2370
ME17B021,HS5920$inside,Course capacity is full.
ME17B021,HS5920$outside,Course capacity is full.
ME17B021,HS4210$outside,Slot Clash with already allotted elective course HS4030
ME17B021,HS2370$outside,Slot Clash with already allotted elective course HS4030
ME17B021,HS2370A$outside,Slot Clash with already allotted elective course HS4030
ME17B021,HS4002$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS3090$outside,Course capacity is full.
ME17B037,HS4002$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS4450$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS4210$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS4571$inside,Slot Clash with already allotted elective course HS4030
